shortcode,media_id,creation_time (seconds wrt IG epoch),published_time (unix),published_time (utc),epoch_estimate (utc),is_multiple,count,is_video,vid_duration,off_by
BUnhqkyjhaD,1524335060143970000,181714899.6,1495934921,2017-05-28 1:28:41,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BUnhWuGjfuk,1524333695753650000,181714736.9,1495934758,2017-05-28 1:25:58,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BUnLjjZDMNa,1524237820582740000,181703307.7,1495923329,2017-05-27 22:15:29,2011-08-24 21:07:01,FALSE,None,TRUE,7.09,1
Bu-No-anQfy,1999095275001280000,238310727.5,1552530749,2019-03-14 2:32:29,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BUnwC4GDN70,1524398302790740000,181722438.7,1495942460,2017-05-28 3:34:20,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BUNX2XMhCmp,1516973540321270000,180837338,1495057359,2017-05-17 21:42:39,2011-08-24 21:07:00,TRUE,3,FALSE,None,0
BUOCKs4jIdu,1517159655951600000,180859524.7,1495079546,2017-05-18 3:52:26,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BuopHmcneAs,1993023677337030000,237586936.6,1551806958,2019-03-05 17:29:18,2011-08-24 21:07:01,TRUE,10,FALSE,None,1
BupKtEYnJcG,1993171387637600000,237604545.1,1551824592,2019-03-05 22:23:12,2011-08-24 21:07:26,FALSE,None,TRUE,9.8,26
BUpwekODmR4,1524963155548990000,181789774.4,1496009796,2017-05-28 22:16:36,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BUQg-_OjGUF,1517858140409590000,180942790.6,1495162812,2017-05-19 3:00:12,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BUQkbM2DR6y,1517873273315860000,180944594.5,1495164616,2017-05-19 3:30:16,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BUQtwYZD8Yf,1517914311242010000,180949486.6,1495169508,2017-05-19 4:51:48,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BurfSQ2H8Qw,1993824854521920000,237682444.4,1551902532,2019-03-06 20:02:12,2011-08-24 21:08:07,FALSE,None,TRUE,52.33,67
BUrSmMgD9Cz,1525394688395170000,181841217.1,1496061238,2017-05-29 12:33:58,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
BurtGMqncXg,1993885598051320000,237689685.6,1551909935,2019-03-06 22:05:35,2011-08-24 21:10:49,FALSE,None,TRUE,58.749,229
Bu_s50wnTBW,1999514247282630000,238360672.9,1552580694,2019-03-14 16:24:54,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BUS6a5sj5nb,1518532959732210000,181023235.3,1495243257,2017-05-20 1:20:57,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BuS719enNxy,1986913578512080000,236858556.1,1551078577,2019-02-25 7:09:37,2011-08-24 21:07:00,TRUE,2,Contains at least one video,None,0
ButbdxNnAl3,1994371002957300000,237747550.4,1551967619,2019-03-07 14:06:59,2011-08-24 21:07:48,FALSE,None,TRUE,12.18,48
BUucDFmjtrN,1526280681201520000,181946835.7,1496166857,2017-05-30 17:54:17,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BuuRhVFnJF9,1994608742147850000,237775891.1,1551995912,2019-03-07 21:58:32,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
BUUwJJ-D1LW,1519050709743390000,181084955.9,1495304977,2017-05-20 18:29:37,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BuVJstNn5b-,1987537465176460000,236932929.2,1551152950,2019-02-26 3:49:10,2011-08-24 21:07:00,TRUE,3,Contains at least one video,None,0
BUVMt_UDTy_,1519176386224140000,181099937.7,1495319959,2017-05-20 22:39:19,2011-08-24 21:07:01,FALSE,None,TRUE,23.933,1
BUVSwdnju0Y,1519202944481680000,181103103.7,1495323125,2017-05-20 23:32:05,2011-08-24 21:07:01,FALSE,None,TRUE,29.166,1
BuwtKSInXLI,1995293253684790000,237857491.2,1552077512,2019-03-08 20:38:32,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
BUxCQGGDAJ1,1527011650803860000,182033974,1496253995,2017-05-31 18:06:35,2011-08-24 21:07:00,TRUE,2,FALSE,None,0
BuXff_GHsiF,1988196298001400000,237011468.2,1551231489,2019-02-27 1:38:09,2011-08-24 21:07:00,TRUE,2,FALSE,None,0
BUYdRhnDAFo,1520093621906050000,181209280.7,1495429302,2017-05-22 5:01:42,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BUYd-T8jLsv,1520096699610870000,181209647.6,1495429669,2017-05-22 5:07:49,2011-08-24 21:07:01,TRUE,2,FALSE,None,1
BU_YJoED9g5,1531048612938640000,182515217.4,1496735239,2017-06-06 7:47:19,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BUZNyIVDQ6z,1520306968735850000,181234713.6,1495454735,2017-05-22 12:05:35,2011-08-24 21:07:01,FALSE,None,TRUE,31.615,1
BUZUQoBDqEg,1520335452623510000,181238109.2,1495458130,2017-05-22 13:02:10,2011-08-24 21:07:00,FALSE,None,TRUE,7.09,0
B_v_0n6HP6f,2301338627803510000,274340942.8,1588560964,2020-05-04 2:56:04,2011-08-24 21:07:01,TRUE,4,FALSE,None,1
BV0u6RHjdor,1546066886344430000,184305535.1,1498525556,2017-06-27 1:05:56,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
BV20_hiFfUa,1546656585799300000,184375832.8,1498595854,2017-06-27 20:37:34,2011-08-24 21:07:01,FALSE,None,TRUE,8.566,1
Bv3FzvlHqwg,2015104904286090000,240219224,1554439294,2019-04-05 4:41:34,2011-08-24 21:07:49,FALSE,None,TRUE,17.8,49
Bv4mklynhCc,2015530473494550000,240269955.8,1554489977,2019-04-05 18:46:17,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BV5-9IIFzvU,1547544826475920000,184481719.3,1498701741,2017-06-29 2:02:21,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BV80AxIF-eh,1548341123076320000,184576645.3,1498796666,2017-06-30 4:24:26,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
BvA1437n0oI,1999835239364380000,238398938.1,1552618959,2019-03-15 3:02:39,2011-08-24 21:07:00,TRUE,3,FALSE,None,0
BVadO6vDmyU,1538670791188440000,183423851.9,1497643873,2017-06-16 20:11:13,2011-08-24 21:07:01,FALSE,None,TRUE,7.9,1
BVAfXyQDURu,1531361847252170000,182552557.9,1496772579,2017-06-06 18:09:39,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BvaKA-9HOgJ,2006960632009390000,239248351.1,1553468414,2019-03-24 23:00:14,2011-08-24 21:07:42,FALSE,None,TRUE,26.5,42
BVay0GqjICR,1538765705595090000,183435166.5,1497655188,2017-06-16 23:19:48,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BVA_zg0jy_k,1531504490171020000,182569562.2,1496789583,2017-06-06 22:53:03,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
BVbM8u6jPPC,1538880647778330000,183448868.7,1497668890,2017-06-17 3:08:10,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
Bvc3PqAFACS,2007722502349130000,239339173.1,1553559213,2019-03-26 0:13:33,2011-08-24 21:07:19,FALSE,None,TRUE,7.09,19
BvchpohBBNf,2007627530437400000,239327851.6,1553547899,2019-03-25 21:04:59,2011-08-24 21:07:27,FALSE,None,TRUE,57.709,27
BVDbxspjmA1,1532190460688100000,182651336.3,1496871357,2017-06-07 21:35:57,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
Bv-DuFdHdXN,2017066044201230000,240453010.1,1554673426,2019-04-07 21:43:46,2011-08-24 21:13:35,FALSE,None,TRUE,14.95,395
BVDwBHgDMok,1532279481242010000,182661948.4,1496881970,2017-06-08 0:32:50,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BVEcvGaDgw5,1532476155210110000,182685393.7,1496905415,2017-06-08 7:03:35,2011-08-24 21:07:01,FALSE,None,TRUE,6.973,1
BVEJChfjkP3,1532389529033260000,182675067.1,1496895088,2017-06-08 4:11:28,2011-08-24 21:07:00,FALSE,None,TRUE,7.276,0
BvfiGxEnIK2,2008473957419480000,239428753.5,1553648775,2019-03-27 1:06:15,2011-08-24 21:07:01,TRUE,6,Contains at least one video,None,1
BVFMx_NjqjB,1532687459875200000,182710583.2,1496930604,2017-06-08 14:03:24,2011-08-24 21:07:00,FALSE,None,TRUE,14.07,0
BVG2nS_jcGK,1533152918131030000,182766070.1,1496986091,2017-06-09 5:28:11,2011-08-24 21:07:00,FALSE,None,TRUE,4.333,0
BVGLgJMjicn,1532963310575430000,182743467.2,1496963488,2017-06-08 23:11:28,2011-08-24 21:07:00,FALSE,None,TRUE,9.866,0
BVGlrwWDIuM,1533078457734170000,182757193.8,1496977215,2017-06-09 3:00:15,2011-08-24 21:07:01,FALSE,None,TRUE,8.391,1
BVGs0ZZDKRR,1533109837889320000,182760934.6,1496980956,2017-06-09 4:02:36,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BvH9psdHHRb,2001839705458240000,238637889.1,1552858038,2019-03-17 21:27:18,2011-08-24 21:09:08,FALSE,None,TRUE,4.53,128
BVH_C4RDFlF,1533471472927660000,182804044.8,1497024066,2017-06-09 16:01:06,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BVHIuXKjb4c,1533232568484090000,182775565.2,1496995586,2017-06-09 8:06:26,2011-08-24 21:07:00,FALSE,None,TRUE,10.551,0
BVI2ufdjwJD,1533716362509090000,182833237.9,1497053259,2017-06-10 0:07:39,2011-08-24 21:07:01,FALSE,None,TRUE,8.408,1
BVigiNIDbCC,1540937110558450000,183694018.2,1497914039,2017-06-19 23:13:59,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
BvIOt-qHy7y,2001914766672470000,238646837.1,1552867153,2019-03-17 23:59:13,2011-08-24 21:11:55,FALSE,None,TRUE,53.609,295
BVIT-roDx_v,1533563543453900000,182815020.5,1497035042,2017-06-09 19:04:02,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BVIxp5pDFds,1533694056789200000,182830578.9,1497050600,2017-06-09 23:23:20,2011-08-24 21:07:01,FALSE,None,TRUE,22.69,1
BVIXWjSjIb2,1533578377910060000,182816788.9,1497036810,2017-06-09 19:33:30,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BVJAURIjwCn,1533758540883100000,182838266,1497058287,2017-06-10 1:31:27,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
BVJbGXDDQ-t,1533876332416270000,182852307.8,1497072329,2017-06-10 5:25:29,2011-08-24 21:07:01,FALSE,None,TRUE,15.061,1
BVJNSevDDQ5,1533815592653170000,182845067.1,1497065088,2017-06-10 3:24:48,2011-08-24 21:07:00,FALSE,None,TRUE,15.061,0
BvK0QZZH8xk,2002642809514870000,238733626.5,1552953668,2019-03-19 0:01:08,2011-08-24 21:07:21,FALSE,None,TRUE,53.18,21
BVK0WjCj9XM,1534268870944090000,182899102.1,1497119123,2017-06-10 18:25:23,2011-08-24 21:07:00,FALSE,None,TRUE,3.636,0
BVK6Oiqj5oS,1534294709064670000,182902182.2,1497122203,2017-06-10 19:16:43,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
BvKIk82nYgw,2002450707933660000,238710726.3,1552930747,2019-03-18 17:39:07,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
BvKocS5H8tK,2002590850611140000,238727432.6,1552947539,2019-03-18 22:18:59,2011-08-24 21:08:26,FALSE,None,TRUE,7.619,86
BVLijAnjdYb,1534472037476460000,182923321.4,1497143343,2017-06-11 1:09:03,2011-08-24 21:07:01,FALSE,None,TRUE,4.17,1
B--VLLgnwqS,2287358788000220000,272674416.1,1586894437,2020-04-14 20:00:37,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
BVLTUSmDfhz,1534405055288830000,182915336.5,1497135358,2017-06-10 22:55:58,2011-08-24 21:07:01,FALSE,None,TRUE,59.681,1
BVLubXqDqMH,1534524289016830000,182929550.3,1497149572,2017-06-11 2:52:52,2011-08-24 21:07:01,FALSE,None,TRUE,4.738,1
BvLZUaBHp8D,2002805812784700000,238753058.1,1552973138,2019-03-19 5:25:38,2011-08-24 21:07:59,FALSE,None,TRUE,39.539,59
BVMQyTVjEcd,1534675398507120000,182947563.9,1497167585,2017-06-11 7:53:05,2011-08-24 21:07:01,FALSE,None,TRUE,15.015,1
BVNav9zDwOl,1535000693382780000,182986342.1,1497206363,2017-06-11 18:39:23,2011-08-24 21:07:00,FALSE,None,TRUE,60.026,0
BVNe_0yD7K8,1535019375400040000,182988569.2,1497208590,2017-06-11 19:16:30,2011-08-24 21:07:00,FALSE,None,TRUE,9.943,0
BvNE83hHNU9,2003279184215720000,238809488.3,1553029510,2019-03-19 21:05:10,2011-08-24 21:07:01,TRUE,3,FALSE,None,1
BVNqvPCj0Dw,1535071011921150000,182994724.7,1497214746,2017-06-11 20:59:06,2011-08-24 21:07:01,FALSE,None,TRUE,10.01,1
BVNSJYeD3K5,1534962857589830000,182981831.7,1497201853,2017-06-11 17:24:13,2011-08-24 21:07:01,FALSE,None,TRUE,42.541,1
BVOblsmjEmv,1535285860747730000,183020336.7,1497240358,2017-06-12 4:05:58,2011-08-24 21:07:01,FALSE,None,TRUE,4.796,1
BVOUuu2Dsev,1535255695305130000,183016740.7,1497236762,2017-06-12 3:06:02,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BVPh_WEDe9I,1535595486508870000,183057247,1497277268,2017-06-12 14:21:08,2011-08-24 21:07:01,FALSE,None,TRUE,59.315,1
BV-Q1LZFS8A,1548749344970450000,184625309.1,1498845330,2017-06-30 17:55:30,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
BVQevFJjX_8,1535862649673060000,183089095.3,1497309117,2017-06-12 23:11:57,2011-08-24 21:07:01,FALSE,None,TRUE,15.015,1
BVQP_jPDVgO,1535797810791540000,183081365.9,1497301387,2017-06-12 21:03:07,2011-08-24 21:07:01,FALSE,None,TRUE,59.058,1
B-VRch7nn2y,2275801914075410000,271296729.3,1585516751,2020-03-29 21:19:11,2011-08-24 21:07:01,TRUE,2,FALSE,None,1
BVRiztijteL,1536162035082910000,183124784.8,1497344806,2017-06-13 9:06:46,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
Bvr-uXZHRRU,2011977523648070000,239846411.2,1554066602,2019-03-31 21:10:02,2011-08-24 21:09:50,FALSE,None,TRUE,27.76,170
BVSEdvhjcne,1536310058966440000,183142430.7,1497362452,2017-06-13 14:00:52,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BvS-elYnhLP,2004939564742740000,239007421.1,1553227442,2019-03-22 4:04:02,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
BvsnF_HnDAI,2012155068712500000,239867576.2,1554087693,2019-04-01 3:01:33,2011-08-24 21:08:36,FALSE,None,TRUE,43.43,96
BvsqcpgnrVw,2012169820197270000,239869334.7,1554089356,2019-04-01 3:29:16,2011-08-24 21:07:01,TRUE,2,FALSE,None,1
BvsSGnFnsHI,2012062752652050000,239856571.3,1554076592,2019-03-31 23:56:32,2011-08-24 21:07:00,TRUE,3,FALSE,None,0
BVSu31xjJQy,1536496570337100000,183164664.5,1497384686,2017-06-13 20:11:26,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
Bvu5B3TnJU_,2012796900236630000,239944088.5,1554164119,2019-04-02 0:15:19,2011-08-24 21:07:10,FALSE,None,TRUE,9.04,10
BVUA6RRjEFb,1536857377117850000,183207676.1,1497427697,2017-06-14 8:08:17,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
BvUgRHwHm9B,2005369648129670000,239058691,1553278747,2019-03-22 18:19:07,2011-08-24 21:07:35,FALSE,None,TRUE,15.02,35
BvujN45n-Hl,2012700969558600000,239932652.7,1554152708,2019-04-01 21:05:08,2011-08-24 21:07:35,FALSE,None,TRUE,5.73,35
BVUpSoqjfFZ,1537034973361340000,183228847.2,1497448868,2017-06-14 14:01:08,2011-08-24 21:07:00,FALSE,None,TRUE,3.6,0
BVUx93ija9w,1537073128642820000,183233395.7,1497453417,2017-06-14 15:16:57,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
Bv-UZpLnq4Q,2017139406244060000,240461755.5,1554681780,2019-04-08 0:03:00,2011-08-24 21:07:04,FALSE,None,TRUE,4,4
BVV2cL_DdpZ,1537374279342870000,183269295.6,1497489317,2017-06-15 1:15:17,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BVvfPDplODu,1544590571364210000,184129544.7,1498349566,2017-06-25 0:12:46,2011-08-24 21:07:01,FALSE,None,TRUE,47.297,1
BVVgJ0EDDN8,1537276259683020000,183257610.8,1497477632,2017-06-14 22:00:32,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BVVGt0NDaCO,1537164384525980000,183244274.2,1497464295,2017-06-14 18:18:15,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
BVw6ISaFHVJ,1544990328406440000,184177199.4,1498397221,2017-06-25 13:27:01,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BVw8B36lVbk,1544998683736890000,184178195.4,1498398217,2017-06-25 13:43:37,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BVWlSvHDIoj,1537580338049220000,183293859.7,1497513881,2017-06-15 8:04:41,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
Bvwt0cQHdb7,2013310549275560000,240005320.2,1554225341,2019-04-02 17:15:41,2011-08-24 21:07:00,TRUE,3,FALSE,None,0
BVWZZJ-jB9_,1537528002656350000,183287620.9,1497507642,2017-06-15 6:20:42,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BVX-04ZjvXG,1537974110625130000,183340801.1,1497560822,2017-06-15 21:07:02,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
BVXd9DvDjmE,1537829537017900000,183323566.6,1497543588,2017-06-15 16:19:48,2011-08-24 21:07:01,FALSE,None,TRUE,42.71,1
BVxlbJzlu3q,1545180740840780000,184199898.3,1498419920,2017-06-25 19:45:20,2011-08-24 21:07:01,FALSE,None,TRUE,10.066,1
BVXs4YODsoA,1537895186113150000,183331392.5,1497551414,2017-06-15 18:30:14,2011-08-24 21:07:01,FALSE,None,TRUE,4.018,1
Bvx_WQlH_Ge,2013669114972730000,240048064.6,1554268086,2019-04-03 5:08:06,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
B_vXX5aHJqT,2301160731868700000,274319736,1588539904,2020-05-03 21:05:04,2011-08-24 21:09:28,FALSE,None,TRUE,52.011,148
BVYo-DtDKzL,1538159459192060000,183362896.3,1497582918,2017-06-16 3:15:18,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BVYwTi8DGZ5,1538191722164280000,183366742.4,1497586764,2017-06-16 4:19:24,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BvYYK-nnMH-,2006459941541170000,239188664.1,1553408685,2019-03-24 6:24:45,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
BV-zsxwFy8k,1548902699311250000,184643590.4,1498863612,2017-06-30 23:00:12,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BVZzB4lD9Dl,1538485177566610000,183401725,1497621746,2017-06-16 14:02:26,2011-08-24 21:07:00,FALSE,None,TRUE,3.966,0
Bw0e98sneNF,2032385530307400000,242279235.2,1556499256,2019-04-29 0:54:16,2011-08-24 21:07:00,TRUE,3,Contains at least one video,None,0
Bw0EGdynw8v,2032267368341640000,242265149.2,1556485170,2019-04-28 20:59:30,2011-08-24 21:07:00,TRUE,8,FALSE,None,0
Bw3f0gCHTF6,2033233704030910000,242380345.3,1556600555,2019-04-30 5:02:35,2011-08-24 21:10:09,FALSE,None,TRUE,6.57,189
Bw3WjJHHJRN,2033192928768990000,242375484.6,1556595790,2019-04-30 3:43:10,2011-08-24 21:11:45,FALSE,None,TRUE,27.24,285
Bw4s8K1HQ0K,2033572880601390000,242420778.3,1556640800,2019-04-30 16:13:20,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BW8UbH0FjS8,1566216595164250000,186707567.6,1500927589,2017-07-24 20:19:49,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BwA35njnrOZ,2017858485103800000,240547476.4,1554767539,2019-04-08 23:52:19,2011-08-24 21:07:42,FALSE,None,TRUE,3.53,42
BwAb_ybH9QK,2017735763786980000,240532846.9,1554752868,2019-04-08 19:47:48,2011-08-24 21:07:01,TRUE,3,Contains at least one video,None,1
BwAdLODHN-i,2017740947409660000,240533464.8,1554753486,2019-04-08 19:58:06,2011-08-24 21:07:01,TRUE,2,FALSE,None,1
BwAko5OHZ-G,2017773772955560000,240537377.9,1554757500,2019-04-08 21:05:00,2011-08-24 21:08:42,FALSE,None,TRUE,28.97,102
BwavN6knaqe,2025138646887020000,241415339.3,1555635507,2019-04-19 0:58:27,2011-08-24 21:09:27,FALSE,None,TRUE,29.67,147
BwbFZkanjYX,2025236204753930000,241426969.1,1555647021,2019-04-19 4:10:21,2011-08-24 21:07:31,FALSE,None,TRUE,14.96,31
BWbTimWFZ5V,1556924036705260000,185599808.3,1499819830,2017-07-12 0:37:10,2011-08-24 21:07:01,FALSE,None,TRUE,51.7,1
Bwck_cunyFy,2025656622258270000,241477086.8,1555697108,2019-04-19 18:05:08,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BWd7IdSlAF_,1557661112090230000,185687674.5,1499907696,2017-07-13 1:01:36,2011-08-24 21:07:01,FALSE,None,TRUE,5.066,1
BwDRpLwnynk,2018534654908250000,240628082.1,1554848103,2019-04-09 22:15:03,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
BWg1IFoFQ64,1558479123332270000,185785189.1,1500005210,2017-07-14 4:06:50,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
BWGGANBF1ty,1550953523931730000,184888067.7,1499108089,2017-07-03 18:54:49,2011-08-24 21:07:01,FALSE,None,TRUE,15.04,1
BwGxkZ7nm1-,2019519488946240000,240745483.5,1554965505,2019-04-11 6:51:45,2011-08-24 21:07:01,TRUE,3,Contains at least one video,None,1
BwGycTEnnpp,2019523329871740000,240745941.4,1554965963,2019-04-11 6:59:23,2011-08-24 21:07:01,TRUE,2,FALSE,None,1
BwiawI_H08s,2027300439663270000,241673045.1,1555893066,2019-04-22 0:31:06,2011-08-24 21:07:00,TRUE,3,FALSE,None,0
BwiDuTjna6Q,2027199158504240000,241660971.5,1555880993,2019-04-21 21:09:53,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BwIGyTOHbn0,2019894277766490000,240790161.8,1555010212,2019-04-11 19:16:52,2011-08-24 21:07:30,FALSE,None,TRUE,29.39,30
BwiinzrH1rr,2027335051395420000,241677171.2,1555897192,2019-04-22 1:39:52,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
BwiUWnmHSGI,2027272297544230000,241669690.3,1555889712,2019-04-21 23:35:12,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
Bw-ivrQn05i,2035216891464600000,242616759.7,1556836781,2019-05-02 22:39:41,2011-08-24 21:07:01,TRUE,2,Contains at least one video,None,1
B--wJHEnGFX,2287477393052160000,272688554.9,1586908576,2020-04-14 23:56:16,2011-08-24 21:07:01,TRUE,4,Contains at least one video,None,1
BwK-3ytnDdF,2020703895736300000,240886675.8,1555106697,2019-04-12 22:04:57,2011-08-24 21:07:01,TRUE,4,FALSE,None,1
BwkehWzn96h,2027879965850070000,241742130,1555962733,2019-04-22 19:52:13,2011-08-24 21:16:42,FALSE,None,TRUE,29.99,582
BwN9xjRn593,2021543493727400000,240986763.7,1555206785,2019-04-14 1:53:05,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BwnCWZ2nr6f,2028600492835130000,241828023.5,1556048045,2019-04-23 19:34:05,2011-08-24 21:07:01,TRUE,6,FALSE,None,1
BWoAH4pl_Tj,1560497812747580000,186025835.6,1500245857,2017-07-16 22:57:37,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BwQBOJvhMCu,2022121603269440000,241055679.7,1555275747,2019-04-14 21:02:27,2011-08-24 21:07:47,FALSE,None,TRUE,30.05,47
BwqIhycHjNS,2029472088357480000,241931925.8,1556151947,2019-04-25 0:25:47,2011-08-24 21:07:01,TRUE,2,FALSE,None,1
BWqiIJflSxn,1561210314368040000,186110772.4,1500330794,2017-07-17 22:33:14,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BwQVsnenHiw,2022211657712560000,241066415,1555286436,2019-04-15 0:00:36,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
BwRIWB-H2hj,2022434405982630000,241092968.7,1555312990,2019-04-15 7:23:10,2011-08-24 21:07:01,TRUE,2,Contains at least one video,None,1
BwRRHmQntQH,2022472996574120000,241097569.1,1555317590,2019-04-15 8:39:50,2011-08-24 21:07:00,TRUE,2,FALSE,None,0
BwSlyLMnkSf,2022845358360380000,241141958,1555361979,2019-04-15 20:59:39,2011-08-24 21:07:00,TRUE,3,FALSE,None,0
BwTFPRRHeqi,2022983697184980000,241158449.3,1555378471,2019-04-16 1:34:31,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BWt_hf6l4nk,1562184024709370000,186226847.7,1500446869,2017-07-19 6:47:49,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BWtNB8llJCZ,1561961954146550000,186200374.9,1500420396,2017-07-18 23:26:36,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BwurglpnIXl,2030751837440480000,242084483.8,1556304505,2019-04-26 18:48:25,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
Bwv5_zPn1dD,2031097029968480000,242125634,1556345655,2019-04-27 6:14:15,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BwVa7quH5lI,2023642057102300000,241236931.9,1555456997,2019-04-16 23:23:17,2011-08-24 21:07:45,FALSE,None,TRUE,14.69,45
BWvfxrQFgBn,1562607348857830000,186277311.9,1500497333,2017-07-19 20:48:53,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BwVqrryHEb3,2023711327475480000,241245189.6,1555465211,2019-04-17 1:40:11,2011-08-24 21:07:01,TRUE,9,Contains at least one video,None,1
BWX4DEIFMwu,1555958697473400000,185484730.9,1499704752,2017-07-10 16:39:12,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BwxJfnIn3V8,2031446661663780000,242167313.3,1556387637,2019-04-27 17:53:57,2011-08-24 21:12:03,FALSE,None,TRUE,30.05,303
BwxmkaWHFIb,2031574534877630000,242182557,1556402578,2019-04-27 22:02:58,2011-08-24 21:07:01,TRUE,4,FALSE,None,1
BW-xOC-F8Ck,1566906189912460000,186789773.7,1501009795,2017-07-25 19:09:55,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BwYBACWn_no,2024372433076620000,241323999.5,1555544021,2019-04-17 23:33:41,2011-08-24 21:07:01,TRUE,2,FALSE,None,1
BWy-pYIFNSW,1563587542938600000,186394160.1,1500614181,2017-07-21 5:16:21,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
Bx01BnEnkGx,2050496937498400000,244438283.1,1558658304,2019-05-24 0:38:24,2011-08-24 21:07:00,TRUE,3,FALSE,None,0
Bx0-DWWnbw8,2050536639404290000,244443016,1558663037,2019-05-24 1:57:17,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BX0kGEIDUyo,1582048115535200000,188594831.9,1502814853,2017-08-15 16:34:13,2011-08-24 21:07:01,FALSE,None,TRUE,60,1
Bx265txHxtR,2051085733164160000,244508473.1,1558728494,2019-05-24 20:08:14,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
BX5OunjFJif,1583361520209010000,188751401.9,1502971423,2017-08-17 12:03:43,2011-08-24 21:07:01,TRUE,2,FALSE,None,1
